,User_Name,Name,Description (Status),Tweets Posted,Location,No of Followers,Device Used for Tweet,Date of Tweet Creation,No of Friends
897,TheEagleEye_18,🎭अ𝔨𝔰𝔥 टी𝔪𝔤🏹,"ये जो जिन्दा रहने के लिए साँसो की जरुरत होती है न, बस उतनी ही जरुरी हो तुम❤️

#जयश्रीकृष्ण #जय_महाकाल #सनातनी 🚩📿#बज़्म #TMG #TeamRed 🇮🇳 #Karna🏹 #CA","RT @IncomeTaxIndia: Budget Highlights:
Key Direct Tax proposals in Union Budget 2022. 
➡️To further incentivize the growth of the financial…",यत्र तत्र सर्वत्र,1223,Twitter for Android,2022-02-06 17:54:10+00:00,340
898,TheEagleEye_18,🎭अ𝔨𝔰𝔥 टी𝔪𝔤🏹,"ये जो जिन्दा रहने के लिए साँसो की जरुरत होती है न, बस उतनी ही जरुरी हो तुम❤️

#जयश्रीकृष्ण #जय_महाकाल #सनातनी 🚩📿#बज़्म #TMG #TeamRed 🇮🇳 #Karna🏹 #CA","RT @IncomeTaxIndia: Budget Highlights:
Key Direct Tax proposals in Union Budget 2022. 
➡️Provisions related to surcharge on capital gains a…",यत्र तत्र सर्वत्र,1223,Twitter for Android,2022-02-06 17:54:07+00:00,340
899,bhamre_riya,Riya Bhamre,MBA @ IICMR,"RT @CoinDCX: 📢 Live Session Alert!! 📢

Join us as we discuss and break down the Crypto Tax Updates with experts from CoinDCX &amp; @BlackbyClea…","Pune, India",34,Twitter Web App,2022-02-06 17:53:45+00:00,85
900,sa63370934,Javed Saifi,,"RT @CoinDCX: 📢 Live Session Alert!! 📢

Join us as we discuss and break down the Crypto Tax Updates with experts from CoinDCX &amp; @BlackbyClea…",,0,Twitter for Android,2022-02-06 17:53:29+00:00,4
901,SB82596451,सुरेश गुर्जर सवाई भोज आसींद,यह अकाउंट केवल सचिन पायलट साहब के लिए चलाता हूं  और आगे भी चलाता रहुगा (सुरेश भाई ),"RT @bsindia: Union Finance Minister Nirmala Sitharaman on Tuesday tabled Union Budget 2022 in the Lok Sabha and later in Rajya Sabha

#Budg…",सवाई भोज देवनारायण मंदिर आसींद,1407,Twitter for Android,2022-02-06 17:53:21+00:00,1731
902,Triathium173,वारलॉर्ड,"नमस्ते सदा वत्सले मातृभूमे


त्वया हिन्दुभूमे सुखं वर्धितोहम् ।


महामङ्गले पुण्यभूमे त्वदर्थे


पतत्वेष कायो नमस्ते नमस्ते ।।१।।","RT @flyingbeast320: FM - Middle class se mein  relate nahi kar paati.. ,so for that reason.. budget se ‘they are OUT’
#Budget2022",,666,Twitter for Android,2022-02-06 17:53:11+00:00,349
903,RohitMa00481058,Rohit Mali,,"RT @jaydipsinh2808: Being a citizen is a dream. The reality is that we are just a voter &amp;taxpayer.

Disappointment for #salariedclass

1. N…",,21,Twitter for Android,2022-02-06 17:53:04+00:00,51
904,Mdshahi72512859,Mdshahil,I'm simple boy,"RT @CoinDCX: 📢 Live Session Alert!! 📢

Join us as we discuss and break down the Crypto Tax Updates with experts from CoinDCX &amp; @BlackbyClea…",,1,Twitter Web App,2022-02-06 17:52:26+00:00,21
905,PrustySitun,@gyana Ranjan Prusty,"DIGITAL SECRETARY,At- Biju Yuba Jnata Dal,Cuttack Mahanagar","RT @bjd_odisha: Welcoming the focus on technology &amp; infrastructure led growth in #Budget2022, CM Naveen Patnaik said that it will have posi…",Samant Sahi-B.K road,31,Twitter for Android,2022-02-06 17:52:21+00:00,58
906,MrcuteAnish,Anish Chaurasiya,"Blsd By @OmMathur_bjp @mssirsa @vinitgoenka @Shehzad_Ind @PiyushGoyaloffc @ashwani_mahajan @AKalraj_ @JagratiShukla29 @SharmaKhemchand @ShobhaBJP RT, NotEt.",RT @Omkar_Raii: The significant #Capex boost in the #Budget2022 touching Rs. 7.50 lakh crore for the FY 2023 from Rs. 5.54 lakh crore in FY…,Lucknow | New Delhi,5545,Twitter for Android,2022-02-06 17:52:18+00:00,371
907,arunprakash98k,aaron,"Thinker,  gamer and dreamer.
Interested in psychology, commerce,  economics, nature,  and life.
 I like to watch movies.
I like cats more than dogs.","RT @cataxapp: Now CRYpto is officially making us all CRY!! 

#Cryptoindia #IndiaWantsCrypto #Budget2022 #CryptoTax https://t.co/B653ooGpoX","Chennai, India",12,Twitter for Android,2022-02-06 17:51:37+00:00,41
908,mayukhdatta1,Mayukh Datta,"Mutual funds, investments, food, travel, reading, movies! All views are my own & no connection to anyone or organization.","RT @moneycontrolcom: #MCPersonalFinance | Swarup Mohanty, CEO, Mirae MF says #Budget2022 can be viewed by breaking it into three parts; Gro…","Mumbai, India",1002,Twitter for Android,2022-02-06 17:50:32+00:00,1263
909,habibsk1792,Habib Sk,,"RT @CoinDCX: 📢 Live Session Alert!! 📢

Join us as we discuss and break down the Crypto Tax Updates with experts from CoinDCX &amp; @BlackbyClea…",,0,Twitter Web App,2022-02-06 17:49:37+00:00,8
910,WandererElusive,Karthik Rao,"Sales / Marketing / Esports Enthusiast. Interested in Gaming, Computing & Social Causes. Tweets are Personal Opinions / Retweets are NOT Endorsements",RT @arvindtw: Exclusive interview of Hon’ble MoS @GoI_MeitY Sh. @Rajeev_GoI with @TimesNow on the government’s recent announcements in #Bud…,"Bengaluru / Mangaluru, India",43,Twitter for Android,2022-02-06 17:47:44+00:00,135
911,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,"RT @IncomeTaxIndia: Chairman, CBDT, Shri JB Mohapatra in discussion with industry leaders sharing views on the key direct tax proposals in…","Mohali, India",485,Twitter for iPad,2022-02-06 17:47:11+00:00,5001
912,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,RT @investindia: #Budget2022 | Here's how #NewIndia aims to stimulate growth in its food processing sector - one of the largest in the worl…,"Mohali, India",485,Twitter for iPad,2022-02-06 17:46:59+00:00,5001
913,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,"RT @FollowCII: #StayTuned for the CII Post-Budget interaction with @nsitharaman, Hon'ble Minister @FinMinIndia. 
➡️Starts at 3 PM today
Fol…","Mohali, India",485,Twitter for iPad,2022-02-06 17:46:06+00:00,5001
914,aghastindian,Poonam Madan,"Exist on the fringe, on all fronts; Essentials - poetry, human dignity and ecology; Diverse experience in editorial, research, writing; An aghast Indian","RT @chikikothari: Alarming - yet nothing in #Budget2022 for reducing climate risks, supporting adaptation, supporting worst affected! #Data…",,37,Twitter for Android,2022-02-06 17:46:05+00:00,475
915,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,RT @FollowCII: The policy prescription outlined in the #Budget FY23 focusses on healthy capex spend to boost sectors through a multiplier e…,"Mohali, India",485,Twitter for iPad,2022-02-06 17:45:57+00:00,5001
916,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,RT @FollowCII: The Budget stands as a pillar of strong support for the nation. #Budget2022 #CIIatBudget2022 @nsitharaman @FinMinIndia @nsit…,"Mohali, India",485,Twitter for iPad,2022-02-06 17:45:46+00:00,5001
917,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,"RT @IncomeTaxIndia: Budget Highlights:
Key Direct Tax proposals in Union Budget 2022. 
➡️A new section 158AB is proposed to be inserted, pr…","Mohali, India",485,Twitter for iPad,2022-02-06 17:45:17+00:00,5001
918,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,"RT @IncomeTaxIndia: Budget Highlights:
Key Direct Tax proposals in Union Budget 2022. 
➡️A new section 139(8A) is proposed to be inserted,…","Mohali, India",485,Twitter for iPad,2022-02-06 17:45:14+00:00,5001
919,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,"RT @IncomeTaxIndia: Budget Highlights:
Key Direct Tax proposals in Union Budget 2022. 
➡️Date of incorporation of eligible start-ups is pro…","Mohali, India",485,Twitter for iPad,2022-02-06 17:45:12+00:00,5001
920,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,"RT @IncomeTaxIndia: Budget Highlights:
Key Direct Tax proposals in Union Budget 2022. 
➡️Date for commencement of manufacturing or producti…","Mohali, India",485,Twitter for iPad,2022-02-06 17:45:09+00:00,5001
921,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,"RT @IncomeTaxIndia: Budget Highlights:
Key Direct Tax proposals in Union Budget 2022. 
➡️To further incentivize the growth of the financial…","Mohali, India",485,Twitter for iPad,2022-02-06 17:45:03+00:00,5001
922,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,"RT @IncomeTaxIndia: Budget Highlights:
Key Direct Tax proposals in Union Budget 2022. 
➡️Tax relief is proposed for persons with disability…","Mohali, India",485,Twitter for iPad,2022-02-06 17:44:59+00:00,5001
923,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,"RT @IncomeTaxIndia: Key Direct Tax proposals in Union Budget 2022. 
➡️Employees of State Government to be placed at par with employees of C…","Mohali, India",485,Twitter for iPad,2022-02-06 17:44:56+00:00,5001
924,RS_dilli,R.,"“The art of losing isn’t difficult to master/ Though it may look like disaster…” I use Twitter for microblogging, randomly expressing my thoughts..",RT @DelhiAipc: Experts on our today’s #Budget2022 analysis panel spoke with clarity and passion about a wide-ranging issues: from a glaring…,mostly drawing a blank ,456,Twitter for iPhone,2022-02-06 17:44:56+00:00,524
925,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,"RT @IncomeTaxIndia: Key Direct Tax proposals in Union Budget 2022. 
➡️The proposed taxation regime for virtual digital assets includes prov…","Mohali, India",485,Twitter for iPad,2022-02-06 17:44:53+00:00,5001
926,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,"RT @IncomeTaxIndia: Budget Highlights:
Key Direct Tax proposals in Union Budget 2022. 
➡️A scheme for taxation of virtual digital assets is…","Mohali, India",485,Twitter for iPad,2022-02-06 17:44:50+00:00,5001
927,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,"RT @IncomeTaxIndia: Budget Highlights:
Key Direct Tax proposals in Union Budget 2022. 
➡️Alternate Minimum Tax (AMT) and Surcharge on  co-o…","Mohali, India",485,Twitter for iPad,2022-02-06 17:44:47+00:00,5001
928,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,"RT @IncomeTaxIndia: Budget Highlights:
Key Direct Tax proposals in Union Budget 2022. 
➡️Provisions related to surcharge on capital gains a…","Mohali, India",485,Twitter for iPad,2022-02-06 17:44:44+00:00,5001
929,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,"RT @IncomeTaxIndia: Budget Highlights:
Key Direct Tax proposals in Union Budget 2022. 
➡️The exemption regimes pertaining to charitable tru…","Mohali, India",485,Twitter for iPad,2022-02-06 17:44:42+00:00,5001
930,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,"RT @IncomeTaxIndia: Budget Highlights:
Key Direct Tax proposals in Union Budget 2022. 
➡️It is proposed to amend section 119 to enable CBDT…","Mohali, India",485,Twitter for iPad,2022-02-06 17:44:40+00:00,5001
931,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,"RT @IncomeTaxIndia: Budget Highlights:
Key Direct Tax proposals in Union Budget 2022. 
➡️Procedure pertaining to reopening of assessments i…","Mohali, India",485,Twitter for iPad,2022-02-06 17:44:36+00:00,5001
932,vsn369,TAXPAYERS365,మన ఉమ్మడి అవసరాలకోసం టాక్స్ పేయర్స్ గా మీకు తెలిసిన అన్యాయాలపై ప్రశ్నించండి.ప్రశ్నిస్తే పోయేదేమిలేదు అవినీతి మరియు అహంకారపు అధికారుల ప్రజాప్రతినిధుల పొగరు తప్ప.,"RT @FDR_INDIA: Here are the vital opportunities that the Union Budget 2022 missed out on

#UnionBudget2022 #Budget2022 #health #RuleOfLaw #…",,90,Twitter for iPhone,2022-02-06 17:44:34+00:00,98
933,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,"RT @IncomeTaxIndia: Budget Highlights:
Key Direct Tax proposals in Union Budget 2022. 
➡️Faceless Assessment Scheme is proposed to be furth…","Mohali, India",485,Twitter for iPad,2022-02-06 17:44:34+00:00,5001
934,wingcdrsharma,Wing Commander Sanjeev Sharma,BJP Legal Cell .Mandal 3 of Mohali. Advocate Punjab and Haryana High Court. NIT Kurukshetra . Delhi University LL.B . IIM Lucknow. Retired Wing Commander IAF,"RT @IncomeTaxIndia: Budget Highlights :
Key Direct Tax proposals in Union Budget 2022. 
➡️Provisions relating to deduction/collection at hi…","Mohali, India",485,Twitter for iPad,2022-02-06 17:44:32+00:00,5001
935,Nayandeepzzz_08,Nayandeep Das,"*Bong*😇  
📍SILIGURI🇮🇳   
🎂wish me on 8th January🎉
Hobbie: Dancing,Acting,Singing     
👉IMPOSSIBLE -- I M POSSIBLE👈","RT @CoinDCX: 📢 Live Session Alert!! 📢

Join us as we discuss and break down the Crypto Tax Updates with experts from CoinDCX &amp; @BlackbyClea…",Siliguri ,0,Twitter for Android,2022-02-06 17:44:27+00:00,59
936,AIPCNewDelhi,AIPC New Delhi,Official Twitter handle of the New Delhi chapter of the All India Professionals’ Congress @ProfCong. #Professionals4Progress,"RT @DelhiAipc: “Agricultural budget is substantially down in #Budget2022. And it shows what’s this government’s priority…

I don’t see anyt…","New Delhi, India",1596,Twitter for iPhone,2022-02-06 17:44:23+00:00,231
937,AIPCNewDelhi,AIPC New Delhi,Official Twitter handle of the New Delhi chapter of the All India Professionals’ Congress @ProfCong. #Professionals4Progress,"RT @DelhiAipc: “Instead of putting money where real economic development can happen in this country, we have been shown huge dreams. It wil…","New Delhi, India",1596,Twitter for iPhone,2022-02-06 17:44:21+00:00,231
938,AIPCNewDelhi,AIPC New Delhi,Official Twitter handle of the New Delhi chapter of the All India Professionals’ Congress @ProfCong. #Professionals4Progress,RT @DelhiAipc: “Corporate tax cut is an indictment of the glaring income inequality in our country. The economy is decelerating but corpora…,"New Delhi, India",1596,Twitter for iPhone,2022-02-06 17:44:16+00:00,231
